,word_guesses,first_pass,solution_words,solution
1512,trono;Nino;rio,ME trono Nino R A rio,Metrò;non;in;orario,Metrò non in orario
1513,creme;di;Cina,A creme di Cina,Acre;medicina,Acre medicina
1514,pedine;re,CO P pedine TTA re,Coppe;di;nettare,Coppe di nettare
1515,ramarro;esca;latte,B ramarro S esca R latte,Bramar;rose;scarlatte,Bramar rose scarlatte
1516,barile;tinelli;anno,barile S tinelli N G anno,Bari;lesti;nell;inganno,Bari lesti nell'inganno
1517,unti;ontano;Torino;uovo;arca,unti PO C ontano Torino N uovo DI M arca,Un;tipo;con;tanorino;nuovo;di;marca,Un tipo con tanorino nuovo di marca
1518,basi;aroma,basi L IC aroma NA,Basilica;romana,Basilica romana
1519,cunei;Eris;otto,cunei NT Eris otto,Cuneinter;isotto,Cuneinter isotto
1520,lettera;di,SA lettera di O,Salette;radio,Salette radio
1521,inca;sarta,R inca sarta RDI,Rincasar;tardi,Rincasar tardi
1522,fari;stipo;toghe,A F fari stipo R toghe S I,Affaristi;portoghesi,Affaristi portoghesi
1523,su;ceca;mici,su D I ceca mici E,Sudice;camicie,Sudice camicie
1524,cola;per;colato,S cola RO: S per I colato,Scolaro;spericolato,Scolaro spericolato
1525,col;tredici;otto,col tredici otto LI,Coltre;di;ciottoli,Coltre di ciottoli
1526,Parigi;aghi,PU Parigi ROV aghi,Pupari;girovaghi,Pupari girovaghi
1527,starter;mina,TE starter mina LI,Testar;terminali,Testar terminali
1528,bara;sai;star,bara S sai P O star,Bar;assai;postar,Bar assai postar
1529,soli;dalia;mici,soli dalia mici,Solidali;amici,Solidali amici
1530,rana;ori;ontano,G rana I ori C ontano,Granaio;ricontano,Granaio ricontano
1531,assiri;ossi,M assiri M ossi,Massi;rimossi,Massi rimossi
1532,Tosca;foro;ante,MO Tosca foro M B ante,Motoscafo;rombante,Motoscafo rombante
1533,ove;ostile,P ove R ostile,Povero;stile,Povero stile
1534,sarda;re,VER sarda BE re,Versar;da;bere,Versar da bere
1535,pirati;arti,IS pirati arti STI,Ispirati;artisti,Ispirati artisti
1536,collo;arco;Nino,collo QU I arco Nino NNI,Colloquiar;con;i;nonni,Colloquiar con i nonni
1537,ricca;David;raffica,C ricca David IT raffica NTI,Cricca;d;avidi;trafficanti,Cricca d'avidi trafficanti
1538,orma;Gino;Trani,F orma G Gino S Trani,Formaggi;nostrani,Formaggi nostrani
1539,Rabat;agli;ape;est;aringa,AU Rabat T agli ape R R est aringa RA,Aura;battaglia;per;restar;in;gara,Aura battaglia per restar in gara
1540,pera;lettera,O pera lettera RIA,Opera;letteraria,Opera letteraria
1541,valigia;vere,S E R valigia AL D O vere,Serva;ligia;al;dovere,Serva ligia al dovere
1542,gente;aspi,PUN gente B aspi,Pungente;baspi,Pungente baspi
1543,cunei;sole;cane,A L cunei sole T OS cane,Alcune;isole;toscane,Alcune isole toscane
1544,spada;Po;star,RU spada S Po star E,Ruspa;da;sostaré,Ruspa da sostaré
1545,formica;valle;schedina;leone,UNI formica valle R E schedina PO leone,Uniformi;cavalleresche;di;Napolione,Uniformi cavalleresche di Napolione
1546,sarda;pesa,PAS sarda pesa RO,Passar;da;Pesaro,Passar da Pesaro
1547,muta;re;uniti;nera;rio,muta re uniti nera rio,Mutare;un;itinerario,Mutare un itinerario
1548,lame;tesi;tredici;oche;assi;amo,lame N tesi N U tredici oche assi MI LI amo,La;mente;si;nutre;di;ciò;che;assimiliamo,La mente si nutre di ciò che assimiliamo
1549,Qu;orme;di;Ci;Ale,L I Qu orme di Ci N Ale,Liquor;medicinale,Liquor medicinale
1550,fogli;Edison;Gino,fogli Edison Gino,Foglie;di;songo,Foglie di songo
1551,Libia;orto,A Libia CC orto,Alibi;accorto,Alibi accorto
1552,lava;assiri,lava L P assiri A,La;Val;Passiria,La Val Passiria
1553,arca;est;rivali,F arca N est rivali D I,Far;canestri;validi,Far canestri validi
1554,ontano;neve,P ontano neve RDE,Pontano;Nerde,Pontano Nerde
1555,valigia;oca;nari,STI valigia LL oca nari N O,Stivali;giallo;canarino,Stivali giallo canarino
1556,valigia;ori,STI valigia LOG ori,Stivali;già;logori,Stivali già logori
1557,Elmi;Foggia,S Elmi GNI Foggia,Selmì;g;nifo;giacca,Selmì g'nifo giacca
1558,rovi;ceca,D U rovi ceca PO,Duro;vicecapo,Duro vicecapo
1559,rii;pirati,CU O rii S pirati,Cuori;ispirati,Cuori ispirati
1560,se;onde,se LL onde IT,Sellonde;in;dite,Sellonde in dite
1561,bus;tela;tredici;polli,RO bus tela S tredici polli NO,Robuste;lastre;di;cipollino,Robuste lastre di cipollino
1562,Qu;in;tino;sella,Qu in tino sella,Quintino;Sella,Quintino Sella
1563,amare;perno,CHI amare perno ME,Chiamare;per;nome,Chiamare per nome
1564,nata;eredi;rena;alto,U nata P eredi rena ICA alto UR,Una;tapere;direnaica;al;Tour,Una tapere direnaica al Tour
1565,spada;mi;la,VI spada mi G EL la,Vispa;damigella,Vispa damigella
1566,pietra;ceri;leva,AM pietra C ceri leva TE,Ampie;tracce;rilevate,Ampie tracce rilevate
1567,Foggia;rea;tine,S Foggia rea BI tine R I,Sfoggiare;abiti;neri,Sfoggiare abiti neri
1568,lettera;azze,DI lettera G azze,Dilette;ragazze,Dilette ragazze
1569,ginestra;cipresso,AR ginestra C cipresso,Argine;straccipresso,Argine straccipresso
1570,ali;bradipo;odori,U N ali B bradipo M odori,Una;libbra;di;pomodori,Una libbra di pomodori
1571,ghibellini;rosa,RI ghibellini ET rosa,Rigi;bellinietta,Rigi bellinietta
1572,colla;ora;rivali,colla B ora TO rivali DI,Collaboratori;validi,Collaboratori validi
1573,ari;carena,C ari carena VI,Caricare;navi,Caricare navi
1574,tuba;zaini;zia,TI tuba N zaini zia LE,Titubanza;iniziale,Titubanza iniziale
1575,lana;basi;di;seno;fonte,lana basi di seno fonte,L;anabasi;di;Senofonte,L'anabasi di Senofonte
1576,mine;tredici;polli,mine S tredici polli N E,Minestre;di;cipolline,Minestre di cipolline
1577,vasca;micia,DI vasca micia TA,Diva;scamiciata,Diva scamiciata
1578,fra;tiare;tini,fra tiare tini,Frati;aretini,Frati aretini
1579,oggi;oca;radice,J oggi N oca radice NA,Gignono;car;adi;ce;nana,Gignono car'adi ce nana
1580,pietra;dito,EM pietra dito RI,Empi;e;traditori,Empi e traditori
1581,ondate;attivi;empi,N ondate C attivi E S empi,Non;date;cattivi;esempi,Non date cattivi esempi
1582,colo;conca;Tell;odori,colo NN A conca PI Tell odori CO,Colonna;con;capitello;dorico,Colonna con capitello dorico
1583,radica;pio;Nino,GA radica M pio Nino TI,Gara;di;campioni;noti,Gara di campioni noti
1584,sarta;zebu;are,U sarta Z zebu L G are,Usar;tazze;bulgare,Usar tazze bulgare
1585,Inter;pedine;ante,Inter CA pedine IS O L ante,Intercapedine;isolante,Intercapedine isolante
1586,tredici;sci;leoni,MOS tredici sci PO leoni CI,Mostre;di;scipol;eoniocì,Mostre di scipol eoniocì
1587,ove;detta;legge,MOT ove detta legge RA,Motovedetta;leggera,Motovedetta leggera
1588,naso;resi;anello;etto,U naso RP resi N anello V etto,Una;sorpresina;nell;ovetto,Una sorpresina nell'ovetto
1589,ondate;esca,B I ondate D esca,Bionda;tedesca,Bionda tedesca
1590,rime;sedie;Grant,rime S sedie M I Grant I,Rimesse;di;emigranti,Rimesse di emigranti
1591,ondate;paglia,IM M ondate P paglia,Immonda;teppaglia,Immonda teppaglia
1592,Garda;zio;nero,PA Garda zio nero SI,Pagar;dazi;onerosi,Pagar dazi onerosi
1593,con;Qu;sta;su;erba,con Qu I sta su P erba,Conquista;superba,Conquista superba
1594,con;fez;arpa;alone,con fez I O N arpa N T alone,Confezionar;pantalone,Confezionar pantalone
1595,agli;arcata;edile,T agli arcata ST edile GNA,Tagliar;cataste;di;legna,Tagliar cataste di legna
1596,cunei;sole;tane,A L cunei sole L O N tane,Alcune;isole;lontane,Alcune isole lontane
1597,alloro;di;Gino,B alloro di Gino,Ballo;rodigino,Ballo rodigino
1598,Grant;Ron;don,MI Grant I Ron don I,Miagriti;rondoni,Miagriti rondoni
1599,con;tende;ibisco,con tende R S ibisco TTI,Contendersi;biscotti,Contendersi biscotti
1600,Parigi;alati,SI Parigi A C alati,Sipari;già;calati,Sipari già calati
1601,schedina;costola;ora,RA schedina S costola V ora,Ras;che;di;nascosto;lavora,Ras che di nascosto lavora
1602,urla;dosi;di;ave;ita,B urla N dosi di C E L ave R ita,Burlando;si;dice;la;verità,Burlando si dice la verità
1603,ara;arma;Eva;resi,P ara F arma C I Eva resi NE,Parafarmaci;ebraisine,Parafarmaci ebraisine
1604,se;abile;regge,ING se RN abile G regge,Insernabile;gregge,Insernabile gregge
1605,in;Audi;testo;ed;Qui;lenza,in Audi testo RI ed Qui O lenza,Inaudite;storie;di;Quilenza,Inaudite storie di Quilenza
1606,lesina;aghi,IL lesina U F R aghi,Ilesi;naufraghi,Ilesi naufraghi
1607,ove;rima;belli,P ove rima belli,Poveri;ma;belli,Poveri ma belli
1608,Foggia;colla;diva;ore,S Foggia RE colla NE diva L ore,Sfoggiare;collane;di;valore,Sfoggiare collane di valore
1609,rum;resi;dente;erica,T rum PP resi dente AM erica NO,Trump;presidente;americano,Trump presidente americano
1610,astice;menti,IMP astice menti ZI,Impasti;cementizi,Impasti cementizi
1611,facce;daini,facce N daini QU A,Faccenda;iniqua,Faccenda iniqua
1612,spettacoli;carena,SO spettacoli carena LE,Sospetta;colica;renale,Sospetta colica renale
1613,sardine;astice;perle,U sardine LM astice perle GNO,Usar;din;elmasti;ce;pergno,Usar din elmasti ce pergno
1614,alte;nari,alte R nari B I,Alternar;i;bì,Alternar i bì
1615,calici;spada,S calici spada NI,Scali;cispadani,Scali cispadani
1616,Berna;note;lesi,Berna R DI note lesi O,Bernardino;Telesio,Bernardino Telesio
1617,arca;odi;iti,M arca T odi V iti,Marcato;diviti,Marcato diviti
1618,basi;cose;nato,basi L I cose M I nato,Basilico;seminato,Basilico seminato
1619,Asti;Anco;Ario,B Asti Anco N TR Ario,Bastian;contrario,Bastian contrario
1620,scala;ondate;re,E scala TI ondate ME re,Escalation;da;temere,Escalation da temere
1621,ilari;divi;tinello;tre;ave,F ilari divi tinello L tre POP ave S E,Filari;di;viti;nell;Oltrepo;Pavese,Filari di viti nell'Oltrepo Pavese
1622,starter;rei;colt,PE starter rei N colt E,Pestar;terre;incolte,Pestar terre incolte
1623,otto;sai;lesina,R I otto sai NG lesina,Riottosa;inglesina,Riottosa inglesina
1624,con;corda;uniti;nera,con corda R E uniti nera RIO,Concordare;un;itinerario,Concordare un itinerario
1625,Berna;olive;nera,TA Berna C olive nera TI,Tabernacoli;venerati,Tabernacoli venerati
1626,Cina;rotti;ibisco,CU Cina rotti M ibisco TTI,Cucinar;ottimi;biscotti,Cucinar ottimi biscotti
1627,faccia;mogia;conti;ontano;odi;mani,faccia mogia I conti C ontano N D odi D O mani,Facciamo;già;i;conti;con;tanno;dò;domani,Facciamo già i conti con tanno dò domani
1628,asso;etti;orchi,C asso N etti S P orchi,Cassonetti;sporchi,Cassonetti sporchi
1629,semina;la;ovile,semina RI la SC ovile,Seminari;lascovile,Seminari lascovile
1630,si;Edipo;Coco,IN si DI Edipo Coco NTO,Insidie;di;poco;conto,Insidie di poco conto
1631,ori;di;Messi,ATT ori di Messi,Attori;dimessi,Attori dimessi
1632,astice;in;colo,M astice in colo RE,Mastice;incolore,Mastice incolore
1633,boa;dito;pedine,boa T O dito R pedine,Boato;di;torpedine,Boato di torpedine
1634,curato;pedine,S curato R pedine,Scura;torpedine,Scura torpedine
1635,viole;zaini;ali,viole N zaini T ali A,Violenza;in;Italia,Violenza in Italia
1636,Cap;su;lettera,Cap su lettera RE,Capsuleter;are,Capsuleter are
1637,astice;riso;ali,V astice NT riso C I ali,Vasti;centri;sociali,Vasti centri sociali
1638,canne;resta;ante,S canne resta M P ante,Scanner;e;stampante,Scanner e stampante
1639,usci;rado;nere,R I usci rado T T E nere,Riuscir;ad;ottenere,Riuscir ad ottenere
1640,piva;tinello;scuri;rovo;canoa;mine;leva;litri;denti,LU piva GAN tinello scuri T AP rovo canoa LL AR mine L leva L litri denti NE,Lupi;vaganti;nell;oscurità;provocano;allarmi;nelle;valli;tridentine,Lupi vaganti nell'oscurità provocano allarmi nelle valli tridentine
1641,ondate;esca,S ondate D esca,Sonda;tedesca,Sonda tedesca
1642,rivali;re,rivali G U re,Riva;ligure,Riva ligure
1643,arpe;ondate,S C arpe S F ondate,Scarpe;sfondate,Scarpe sfondate
1644,amore;capo;ale,amore NI DI capo R ale,Amoreni;di;caporale,Amoreni di caporale
1645,barile;tini,RU barile T tini,Rubar;i;lettini,Rubar i lettini
1646,lana;rase;vati,lana T rase L vati C A,L;anatra;selvatica,L'anatra selvatica
1647,acidi;amare;alati,B acidi D amare G alati,Baci;di;dama;regalati,Baci di dama regalati
1648,ove;resta;nato,R ove resta GIO nato,Rovere;stagionato,Rovere stagionato
1649,avo;lettera;conta,F avo lettera C conta T E,Favolette;raccontate,Favolette raccontate
1650,tredici;meli;in;sci;menta,M O S tredici meli R in A sci menta LI,Mostre;di;cimeli;rinascimentali,Mostre di cimeli rinascimentali
1651,orsi;Eros,orsi DE Eros SE,Orsiedee;rosse,Orsiedee rosse
1652,su;per;colato,su B S per I colato,Sub;spericolato,Sub spericolato
1653,lesina;osti,MA lesina S C osti,Malesi;nascosti,Malesi nascosti
1654,alci;salici,alci S salici NA,Alciss;salicina,Alciss salicina
1655,raffica;teda;rio,T raffica N teda VO rio,Trafficante;d;avorio,Trafficante d'avorio
1656,la;ora;topi;nodi;tra;falci,E la B ora topi E nodi S tra falci ON I,Elaborato;pieno;di;strafalcioni,Elaborato pieno di strafalcioni
1657,Messico;tesi,COM Messico R tesi,Commessi;cortesi,Commessi cortesi
1658,Era;rado;tesa;pera;scolta;re,Era rado tesa pera scolta re,È;rara;dote;saper;ascoltare,È rara dote saper ascoltare
1659,raffica;tino;navi,T raffica N tino navi DI,Trafficanti;non;avidi,Trafficanti non avidi
1660,creme;timo;menta,IN creme N timo menta NEI,Incrementi;momentanei,Incrementi momentanei
1661,tredici;serie,MOS tredici NE serie,Mostre;di;cineserie,Mostre di cineserie
1662,est;valigia;astri,TR est I valigia L L astri,Tre;stivali;giallastri,Tre stivali giallastri
1663,Oscar;pietra;arma;tennisti,Oscar pietra arma tennisti,Oscar;Petra,Oscar Petra
1664,ricetta;pane;si,ricetta pane si,Ric;editapane,Ric editapane
1665,fusi;nari;lecci,CON fusi O nari C A lecci,Confusionari;calecci,Confusionari calecci
1666,va;ove;scia,va SOR ove scia TO,Vaso;rovesciato,Vaso rovesciato
1667,daini;zia,S FI daini zia TA,Sfida;iniziatà,Sfida iniziatà
1668,Ercole;radice,T Ercole radice NA,Tè;con;le;rad;icena,Tè con'le radicena
1669,Qua;resi;male;in;uomo,Qua resi male in D uomo,Quaresimale;in;duomo,Quaresimale in duomo
1670,bara;conta,FIA bara C conta TA,Fiaba;raccontata,Fiaba raccontata
1671,via;ondate,NA via F F ondate,Navi;affondate,Navi affondate
1672,miss;narici;si,miss IO narici N E si,Missionari;cinesi,Missionari cinesi
1673,anatre;guaina,V anatre guaina TTO,Vana;tregua;in;atto,Vana tregua in atto
1674,assiri;dotti,T assiri dotti,Tassi;ridotti,Tassi ridotti
1675,assiri;belli,C L assiri belli,Classi;ribelli,Classi ribelli
1676,topi;torero;noci;Qu;antenne,N O topi T torero M A noci N Qu antenne,Noto;pittore;romano;cinquantenne,Noto pittore romano cinquantenne
1677,con;clave;duna,con clave RA duna TO,Conclave;radunato,Conclave radunato
1678,vasca;dente;erba,U vasca dente EA C erba,Uva;scadente;e;acerba,Uva scadente e acerba
1679,nome;lettera;erma,U nome lettera F F erma,Un;omelette;rafferma,Un'omelette rafferma
1680,cunei;eco;Lazio,cunei N T eco Lazio NE,Cuneinteco;lazioné,Cuneinteco lazioné
1681,papi;onde;ode,papi L L onde M ode,Pappillo;demodé,Pappillo demodé
1682,lesina;lava,lesina lava RO,Lesina;l;avaro,Lesina l'avaro
1683,ante;nere;eco;sei;nord;in,M ante nere L eco sei nord in E,Mantenere;le;cose;in;ordine,Mantenere le cose in ordine
1684,va;starter;ori,DE va starter RI T ori,Devastar;territori,Devastar territori
1685,aia;duca;sarte;minio;raggio,aia ALE duca TIU sarte R minio LT raggio SI,A;ià;aleducati;usar;termini;oltraggiosi,A ià aleducati usar termini oltraggiosi
1686,cabina;rare,S cabina LLE rare,Scabi;nanarelare,Scabi nanarelare
1687,inie;ramarro,CR inie ramarro NE,Criniera;marrone,Criniera marrone
1688,ante;schedina;rami,F ante schedina TU rami T E,Fantesche;di;natura;mite,Fantesche di natura mite
1689,tra;urne;alci;Talia,tra D urne R U alci Talia NO,Tradur;Nerual;ci;taliano,Tradur Nerual ci taliano
1690,Foggia;rea;tigri;Ati,S Foggia rea BI tigri F F Ati,Sfoggiare;abiti;griffati,Sfoggiare abiti griffati
1691,Gino;Ande,Gino L Ande SE,Gin;olandese,Gin olandese
1692,voga;ribaldi,A voga ribaldi NO,Avo;garibaldino,Avo garibaldino
1693,zio;narici;oli,A zio narici N G oli,Azione;r;ingolli,Azione r ingolli
1694,astice;est;ali,F astice L est I ali,Fasti;celestiali,Fasti celestiali
1695,Rabat;taglia,A SP Rabat taglia,Aspar;battaglia,Aspar battaglia
1696,ultime;nono,C ultime nono TI,Culti;meno;noti,Culti meno noti
1697,ori;Arles;peri;zaini;zia,VAL ori ZZ Arles peri E N zaini zia LE,Valorizzar;l;esperienza;iniziale,Valorizzar l'esperienza iniziale
1698,ratto;arpa;alone,ratto P P arpa N T alone,Rattoppar;pantalone,Rattoppar pantalone
1699,Anita;alci;colato,GR Anita alci O C colato,Granita;al;cioccolato,Granita al cioccolato
1700,canoe;mari;sol,A R canoe NI G mari sol TO,Arcano;enigma;risolto,Arcano enigma risolto
1701,assiri;rosa;mente;serva,PR assiri GO rosa mente OS serva TA,Prassi;rigorosamente;osservata,Prassi rigorosamente osservata
1702,sal;piano;con;uova,sal piano con uova,SALP;in;Acona;uova,SALP in Acona uova
1703,basto;Nino;dosi,basto Nino dosi,Bastoni;nodosi,Bastoni nodosi
1704,amo;daini;ali,L amo daini T ali A,La;moda;in;Italia,La moda in Italia
1705,nave;Ain;conte;abile,U nave RIT Ain conte S T abile,Una;verità;incontestabile,Una verità incontestabile
1706,naso;dalia;nave,U naso LI dalia nave RDE,Una;solida;liana;verde,Una solida liana verde
1707,viso;volte;mori;disco;tinella;musi;legge;voga,viso N O A volte R U mori disco R DAN tinella musi C A legge R A IN voga,Vi;sono;a;volte;rumori;discordanti;nella;musica;leggera;in;voga,Vi sono a volte rumori discordanti nella musica leggera in voga
1708,resi;dente;else;Giona;orale,P resi dente D else G Giona T T orale,Presidente;del;seggio;nazionale,Presidente del seggio nazionale
1709,zaini;zia,FOR zaini zia LE,Forza;iniziale,Forza iniziale
1710,perso;lesa;Ario,perso N A lesa NIT Ario,Personale;sanitario,Personale sanitario
1711,cono;erme;tiare,MIS cono S C erme R I tiare,Misconoscere;meriti;a;re,Misconoscere meriti a re
1712,canoe;orme,BA C canoe N orme,Baccano;enorme,Baccano enorme
1713,raffica;tea;stato,T raffica N tea RRE stato,Trafficante;arrestato,Trafficante arrestato
1714,rossa;bara;onda;are;dado;verde;fra;re;amo;viola,G rossa bara onda IN are A dado verde CI fra re A LL amo viola,Grossa;baraonda;in;area;da;dover;decifrare;alla;moviola,Grossa baraonda in area da dover decifrare alla moviola
1715,ring;alci;colato,ME ring A alci OC colato,Meringa;al;cioccolato,Meringa al cioccolato
1716,Po;tino;colato;daino,NI Po tino CO C colato daino NNI,Nipotino;coccolato;dai;nonni,Nipotino coccolato dai nonni
1717,duomo;daini;anello;tele;visi,IL duomo N daini VI anello I N tele visi O N E,Il;duo;mondaini;vianello;in;televisione,Il duo mondaini vianello in televisione
1718,cunei;sole;tede;su,A L cunei sole T tede L su D,Alcune;isolette;del;Sud,Alcune isolette del Sud
1719,arnie;orti;Sei,G arnie orti Sei,Garni;e;Ortisei,Garni e Ortisei
1720,oro;navi;russe;Enza;sol;Ain;Talia,C oro navi russe Q U Enza I sol A T Ain I Talia,Coronavirus;sequenza;isolata;in;Italia,Coronavirus: sequenza isolata in Italia
1721,rotte;valigia;con;corda,rotte N A valigia con corda TE,Rotte;navali;già;concordate,Rotte navali già concordate
1722,molo;Garda,O molo Garda TI,Omologar;dati,Omologar dati
1723,ape;ante;coni;odori,C ape S ante coni P O M odori,Capesante;con;i;pomodori,Capesante con i pomodori
1724,Sim;pari;agli;agli;messi,Sim pari D agli S B agli COM messi,S;impari;dagli;sbagli;commessi,S'impari dagli sbagli commessi
1725,api;alette;mora,L api NU alette mora TA,La;pina;le;tetramorata,La pina-le tetramorata
1726,vasca;rosa,RI vasca B rosa,Riva;scabrosa,Riva scabrosa
1727,bara;osa,AL bara DI osa,Alba;radiosa,Alba radiosa
1728,Sam;Edipo;toghe,E Sam Edipo R toghe SE,Esame;di;portoghese,Esame di portoghese
1729,Partenone;cap,Partenone cap A,Parte;non;capa,Parte non capa
1730,Tim;Demi;Grant,Tim O RI Demi Grant E,Timori;d;emigrante,Timori d'emigrante
1731,canne;rizza;redo;menti,S canne rizza redo C U menti,Scannerizzare;documenti,Scannerizzare documenti
1732,sitar;arcata,ESO sitar IM arcata,Esosità;rimarcata,Esosità rimarcata
1733,sedie;lega;zaini;abile,CA sedie lega N zaini MI T abile,Case;di;eleganza;inimitabile,Case di eleganza inimitabile
1734,canoe;tre;mori;vela,A R canoe S tre mori vela TO,Arcano;estremo;rivelato,Arcano estremo rivelato
1735,Uri;Ain;lese,GI Uri ST Ain G lese,Giurista;inglese,Giurista inglese
1736,Pelide;Qu;in,Pelide Qu in I,Peli;d;equini,Peli d'equini
1737,in;tender;aperto,in tender ROM aperto MA,Intender;Roma;per;Tomà,Intender Roma per Tomà
1738,naso;Rabat;sta,U naso NO Rabat O sta,Una;sonora;batosta,Una sonora batosta
1739,chilo;ode;ami;cobra;rase;remi;Ero,chilo RT ode L L ami cobra MA SA rase MP remi S Ero,Chi;l;orto;dell;amico;brama;sarà;sempre;misero,Chi l'orto dell'amico brama sarà sempre misero
1740,Edipo;Coco,COS Edipo Coco NTO,Cose;di;poco;conto,Cose di poco conto
1741,lumi;con;ove,lumi L E con V ove O,L;umile;convoveo,L'umile convoveo
1742,re;Garda;rapace,P re Garda V E rapace,Pregar;da;vera;pace,Pregar da vera pace
1743,pii;Berna,COR pii Berna TI,Corpi;ibernati,Corpi ibernati
1744,bara;amo,bara LL amo DA,Bar;alla;moda,Bar alla moda
1745,ove;scia;evasi,R ove scia R evasi,Rovesciare;vasi,Rovesciare vasi
1746,rosai;lesina,I rosai NG lesina,Irosa;inglesina,Irosa inglesina
1747,vaso;Po;Coco,UO vaso DE Po Coco TTE,Uova;sode;poco;cotte,Uova sode poco cotte
1748,Ezio;tiare,Ezio L tiare I,Ezi;oltia;r;ei,Ezi oltia r ei
1749,ramo;toro;oca;minio,T ramo N toro SS oca R minio,Tramonto;rosso;carminio,Tramonto rosso carminio
1750,con;clave;mano,con clave R O mano,Conclave;romano,Conclave romano
1751,barile;ori,TUR barile TT ori,Turbar;i;lettori,Turbar i lettori
1752,naso;Rabat;Riad;orche;strale;Era,U naso NO Rabat TE Riad I orche strale G G Era,Una;sonora;batteria;di;orchestre;leggera,Una sonora batteria di orchestre leggera
1753,Lecce;Foggia;duna;tana,Lecce NTR ICA Foggia duna S OT tana,L;eccentrica;foggia;d;una;sottana,L'eccentrica foggia d'una sottana
1754,anta;tori;voga,C anta U tori IN voga,Cantautori;in;voga,Cantautori in voga
1755,minio;curati,LU minio S curati,Lumini;oscurati,Lumini oscurati
1756,in;cast;rivali,in cast rivali D I,Incastri;validi,Incastri validi
1757,do;gnomo;dio,do P IN gnomo STA dio,Dopping;nome;stadio,Dopping nome stadio
1758,resi;stivali,SE resi stivali,Se;resisti;vali,Se resisti vali
1759,Coco;Roma;uro,Coco M E Roma T uro,Cocomerò;maturo,Cocomerò maturo
1760,cavalli;anatre;tina,RI C cavalli GI anatre N tina,Ricca;valligiana;trentina,Ricca valligiana trentina
1761,oca;nidi;gente,I oca nidi S E R gente,I;ocanidi;se;reggente,I ocanidi se reggente
1762,oca;Rabat;liana;va,GI oca Rabat T AG liana va LE,Giocar;a;battaglia;navale,Giocar a battaglia navale
1763,barile;ante,RO barile V ante,Roba;rilevante,Roba rilevante
1764,la;sciarpa;sarta;totem,la sciarpa S sarta N totem PO,Lasciar;passar;tanto;tempo,Lasciar passar tanto tempo
1765,papi;onda;Era,papi L L onda S Era,Pappillo;da;sera,Pappillo da sera
1766,arco;neri;orsi,B arco neri M orsi A TO,Barcone;rimorsiato,Barcone rimorsiato
1767,iri;anatre;Isa,M iri anatre V Isa N,Miriana;Trevisan,Miriana Trevisan
1768,Po;sei;don,Po sei don EE,Pose;idonee,Pose idonee
1769,si;tiare;Cipro,si M P A tiare Cipro C A,Simpatia;reciproca,Simpatia reciproca
1770,astori;Ain;azza,L astori Ain P I azza,La;storia;in;piazza,La storia in piazza
1771,arto;ramarro,M arto ramarro NE,Martora;marrone,Martora marrone
1772,rivali;di;prete,S E rivali di prete STI,Seri;validi;pretesti,Seri validi pretesti
1773,cardi;anatre;lori,cardi G anatre C O lori,Cardigan;a;tre;colori,Cardigan a tre colori
1774,astice;tris;tori,V astice N tris tori CI,Vasti;centri;storici,Vasti centri storici
1775,abete;esche,FI abete D esche,Fiabe;tedesche,Fiabe tedesche
1776,Panteone;solido,Panteone solido,Panteon;Esi,Panteon Esi
1777,nata;tiare,nata N tiare M I,Natanti;a;remi,Natanti a remi
1778,sci;Parigi;ali,sci U Parigi O R N ali,Sciupar;i;giornali,Sciupar i giornali
1779,Aladino;topi;torero;lino,P Aladino topi T torero D I lino,Pala;di;noto;pittore;rodilino,Pala di noto pittore rodilino
1780,canne;rizza;rete,S canne rizza rete S TI,Scannerizzare;testi,Scannerizzare testi
1781,con;clave;pale,con clave P A pale,Conclave;papale,Conclave papale
1782,cunei;Tell;etti,L A cunei N Tell etti V E,Lacune;intellettive,Lacune intellettive
1783,rigo;alone,VA rigo N F alone,Vari;gonfalone,Vari gonfalone
1784,ali;code;picco;osa;Berna,V ali code L picco L osa N Berna RDO,Valico;del;Piccolo;San;Bernardo,Valico del Piccolo San Bernardo
1785,Po;papera;clave,Po M papera U TO clave,Pompa;per;autoclave,Pompa per autoclave
1786,bara;per,bara per T O,Bar;aperto,Bar aperto
1787,astice;Tell;nati,P astice N Tell I nati,Pasti;centellinati,Pasti centellinati
1788,asse;Gino;uovo,P asse G Gino N uovo,Passeggino;nuovo,Passeggino nuovo
1789,lettera;gazze;teda;strali,DI lettera gazze T teda U strali A,Dilette;ragazzette;d;Australia,Dilette ragazzette d'Australia
1790,Grant;busto,Grant RA M busto,Gran;trambusto,Gran trambusto
1791,arca;Coco;mento,S arca STI Coco M mento,Sarcastico;commento,Sarcastico commento
1792,rovo;carena;fra,P rovo carena U fra G I,Provocare;naufragi,Provocare naufragi
1793,mini;rivali,mini S T rivali d'I?!,Ministri;validi,Ministri validi
1794,asso;ibisco;tini,V asso ID ibisco T tini,Vassoi;di;biscottini,Vassoi di biscottini
1795,gallo;nero,gallo nero SSO,Galloner;rosso,Galloner rosso
1796,va;ove;scia,va SIR ove scia TI,Vasi;rovesciati,Vasi rovesciati
1797,anca;lesina,ST anca ING lesina,Stanca;inglesina,Stanca inglesina
1798,Trani;Eros;Ares,S Trani Eros OL IT Ares,Straniero;solitares,Straniero solitares
1799,rado;mesti,MU rado mesti C HE,Mura;domestiche,Mura domestiche
